host_time_utc,host_monotonic_s,gst_pts_s,frame_index,image_width_px,image_height_px,left_stem_x_px,left_stem_y_px,left_stem_width_px,left_stem_height_px,left_stem_area_px,right_stem_x_px,right_stem_y_px,right_stem_width_px,right_stem_height_px,right_stem_area_px
2026-08-12T13:37:27.550856+00:00,14622.828740186,5.544016770,64,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.584136+00:00,14622.860891529,5.576028826,65,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.621391+00:00,14622.897836935,5.612029763,66,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.659439+00:00,14622.935180853,5.644030693,67,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.689535+00:00,14622.965431383,5.680031615,68,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.721093+00:00,14622.997104875,5.712032530,69,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.762887+00:00,14623.039185443,5.748033438,70,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.793334+00:00,14623.069841139,5.780034339,71,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.825543+00:00,14623.102678859,5.816024121,72,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.855239+00:00,14623.132146142,5.848036118,73,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.894872+00:00,14623.171120294,5.880048108,74,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.927017+00:00,14623.203892225,5.916026758,75,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.956220+00:00,14623.232606663,5.948038734,76,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:27.992962+00:00,14623.269256467,5.984028481,77,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.027934+00:00,14623.302397617,6.016029332,78,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.066195+00:00,14623.342196426,6.052030176,79,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.099497+00:00,14623.375497282,6.084031014,80,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.124521+00:00,14623.401197866,6.116054067,81,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.160775+00:00,14623.437133093,6.152043780,82,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.192742+00:00,14623.468813681,6.184066820,83,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.240312+00:00,14623.508637048,6.220045409,84,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.260563+00:00,14623.536389297,6.252046214,85,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.300006+00:00,14623.576249812,6.288047012,86,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.334902+00:00,14623.610959483,6.320047804,87,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.365560+00:00,14623.642137616,6.356048590,88,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.396212+00:00,14623.672110345,6.388049369,89,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.436675+00:00,14623.712809103,6.420050142,90,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.465954+00:00,14623.743087821,6.456050909,91,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.497632+00:00,14623.773662760,6.488051670,92,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.538371+00:00,14623.814913154,6.524052425,93,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.565473+00:00,14623.842752993,6.556053174,94,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.599893+00:00,14623.875963223,6.592042806,95,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.631185+00:00,14623.907847008,6.624043543,96,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.672450+00:00,14623.947823326,6.656055385,97,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.699653+00:00,14623.976483823,6.692056110,98,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.733981+00:00,14624.009501490,6.724056829,99,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.769864+00:00,14624.046479178,6.760057542,100,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.800972+00:00,14624.078144385,6.792058250,101,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.837673+00:00,14624.113770229,6.828047841,102,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.869718+00:00,14624.146655810,6.860059648,103,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.908700+00:00,14624.184673453,6.896049228,104,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.939603+00:00,14624.216445174,6.928061024,105,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:28.970285+00:00,14624.246800061,6.960062337,106,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.009929+00:00,14624.285813687,6.996063640,107,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.041173+00:00,14624.316862773,7.028064932,108,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.074285+00:00,14624.350597200,7.064055103,109,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.105949+00:00,14624.382304358,7.096067486,110,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.143937+00:00,14624.419831622,7.132068747,111,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
